name,type,charge,num,description,tag
,normal,,0,          ,[]
,normal,,0,          ,[]
暗戈連擊,normal,CD,5,     進行 5 次暗屬性攻擊     ,["直傷"]
暗戈狂擊,normal,CD,5,     進行 15 次暗屬性攻擊     ,["直傷"]
流水連擊,normal,CD,5,     進行 5 次水屬性攻擊     ,["直傷"]
防禦姿勢 ‧ 水,normal,CD,5,     火符石轉化為心符石     ,["符石轉心","火轉其他"]
烈焰連擊,normal,CD,5,     進行 5 次火屬性攻擊     ,["直傷"]
防禦姿勢 ‧ 火,normal,CD,5,     木符石轉化為心符石     ,["符石轉心","木轉其他"]
片葉連擊,normal,CD,5,     進行 5 次木屬性攻擊     ,["直傷"]
防禦姿勢 ‧ 木,normal,CD,5,     水符石轉化為心符石     ,["符石轉心","水轉其他"]
光刃連擊,normal,CD,5,     進行 5 次光屬性攻擊     ,["直傷"]
防禦姿勢 ‧ 光,normal,CD,5,     暗符石轉化為心符石     ,["符石轉心","暗轉其他"]
暗戈連擊,normal,CD,5,     進行 5 次暗屬性攻擊     ,["直傷"]
防禦姿勢 ‧ 暗,normal,CD,5,     光符石轉化為心符石     ,["符石轉心","光轉其他"]
寒冰一擊,normal,CD,10,     對單一敵人造成 5 倍水屬性傷害     ,["直傷"]
裝甲破壞,normal,CD,10,     3 回合內，敵人的防禦力減少 75%     ,[["破防",3],"敵身狀態"]
烈炎一擊,normal,CD,10,     對單一敵人造成 5 倍火屬性傷害     ,["直傷"]
裝甲破壞,normal,CD,10,     3 回合內，敵人的防禦力減少 75%     ,[["破防",3],"敵身狀態"]
旋風一擊,normal,CD,10,     對單一敵人造成 5 倍木屬性傷害     ,["直傷"]
裝甲破壞,normal,CD,10,     3 回合內，敵人的防禦力減少 75%     ,[["破防",3],"敵身狀態"]
金光一擊,normal,CD,10,     對單一敵人造成 5 倍光屬性傷害     ,["直傷"]
裝甲破壞,normal,CD,10,     3 回合內，敵人的防禦力減少 75%     ,[["破防",3],"敵身狀態"]
暗色一擊,normal,CD,10,     對單一敵人造成 5 倍暗屬性傷害     ,["直傷"]
裝甲破壞,normal,CD,10,     3 回合內，敵人的防禦力減少 75%     ,[["破防",3],"敵身狀態"]
凍結,normal,CD,16,     凍結敵方全體，使受影響目標無法行動並轉為水屬性，持續 3 回合     ,[["無法行動",3],["敵方轉水",3],["凍結敵方",3],"敵身狀態"]
凍結,normal,CD,16,     凍結敵方全體，使受影響目標無法行動並轉為水屬性，持續 3 回合     ,[["無法行動",3],["敵方轉水",3],["凍結敵方",3],"敵身狀態"]
凍結,normal,CD,16,     凍結敵方全體，使受影響目標無法行動並轉為水屬性，持續 3 回合     ,[["無法行動",3],["敵方轉水",3],["凍結敵方",3],"敵身狀態"]
加速世界,normal,CD,15,     6 秒內，可任意移動符石而不會發動消除     ,["排珠"]
疾風境界,normal,CD,15,     8 秒內，可任意移動符石而不會發動消除     ,["排珠"]
時間操縱,normal,CD,15,     10 秒內，可任意移動符石而不會發動消除     ,["排珠"]
寄生,normal,CD,10,     敵方全體被寄生，每回合將吸取相當於自身回復力的生命力，此傷害無視防禦力及屬性並持續到死亡     ,[["回血",-1],["寄生敵方",-1],"敵身狀態"]
寄生,normal,CD,10,     敵方全體被寄生，每回合將吸取相當於自身回復力的生命力，此傷害無視防禦力及屬性並持續到死亡     ,[["回血",-1],["寄生敵方",-1],"敵身狀態"]
寄生,normal,CD,10,     敵方全體被寄生，每回合將吸取相當於自身回復力的生命力，此傷害無視防禦力及屬性並持續到死亡     ,[["回血",-1],["寄生敵方",-1],"敵身狀態"]
神聖結界,normal,CD,15,     連續 5 回合大量恢復生命力     ,[["回血",5]]
神聖結界,normal,CD,15,     連續 5 回合大量恢復生命力     ,[["回血",5]]
神聖結界,normal,CD,15,     連續 5 回合大量恢復生命力     ,[["回血",5]]
毒害,normal,CD,10,     敵方全體中毒，每回合將受到施技者攻擊力的傷害，此傷害無視防禦力及屬性並持續到死亡     ,[["敵方中毒",-1],"敵身狀態"]
毒害,normal,CD,10,     敵方全體中毒，每回合將受到施技者攻擊力的傷害，此傷害無視防禦力及屬性並持續到死亡     ,[["敵方中毒",-1],"敵身狀態"]
毒害,normal,CD,10,     敵方全體中毒，每回合將受到施技者攻擊力的傷害，此傷害無視防禦力及屬性並持續到死亡     ,[["敵方中毒",-1],"敵身狀態"]
大海之壁,normal,CD,15,     5 回合內，減少 50% 所受傷害     ,[["減傷",5]]
大海之壁,normal,CD,15,     5 回合內，減少 50% 所受傷害     ,[["減傷",5]]
大海之壁,normal,CD,15,     5 回合內，減少 50% 所受傷害     ,[["減傷",5]]
橫掃千軍,normal,CD,5,     對敵方全體造成 5 倍火屬性傷害，此傷害無視防禦力     ,["直傷","破防直傷"]
橫掃千軍,normal,CD,5,     對敵方全體造成 5 倍火屬性傷害，此傷害無視防禦力     ,["直傷","破防直傷"]
橫掃千軍,normal,CD,5,     對敵方全體造成 5 倍火屬性傷害，此傷害無視防禦力     ,["直傷","破防直傷"]
引弓狙擊,normal,CD,10,     對單一敵人造成 15 倍木屬性傷害，此傷害無視防禦力     ,["直傷","破防直傷"]
引弓狙擊,normal,CD,10,     對單一敵人造成 15 倍木屬性傷害，此傷害無視防禦力     ,["直傷","破防直傷"]
引弓狙擊,normal,CD,10,     對單一敵人造成 15 倍木屬性傷害，此傷害無視防禦力     ,["直傷","破防直傷"]
完全回復,normal,CD,10,     完全恢復生命力     ,["回血"]
完全回復,normal,CD,10,     完全恢復生命力     ,["回血"]
完全回復,normal,CD,10,     完全恢復生命力     ,["回血"]
生命終解,normal,CD,12,     敵方生命力 20% 以下時，即殺     ,["直傷","無視技能直傷"]
生命終解,normal,CD,12,     敵方生命力 20% 以下時，即殺     ,["直傷","無視技能直傷"]
生命終解,normal,CD,12,     敵方生命力 20% 以下時，即殺     ,["直傷","無視技能直傷"]
符石變換 ‧ 水,normal,CD,5,     火符石轉化為水符石     ,["符石轉水","火轉其他"]
符石變換 ‧ 水,normal,CD,5,     火符石轉化為水符石     ,["符石轉水","火轉其他"]
符石變換 ‧ 水,normal,CD,5,     火符石轉化為水符石     ,["符石轉水","火轉其他"]
合體,normal,CD,-1,     冰耀巨鱷和冰霜魔像相連時可以合體，同時完全回復生命力     ,["合體","回血"]
符石變換 ‧ 火,normal,CD,5,     木符石轉化為火符石     ,["符石轉火","木轉其他"]
符石變換 ‧ 火,normal,CD,5,     木符石轉化為火符石     ,["符石轉火","木轉其他"]
符石變換 ‧ 火,normal,CD,5,     木符石轉化為火符石     ,["符石轉火","木轉其他"]
合體,normal,CD,-1,     烙紅龍蜥和天火魔像相連時可以合體，同時完全回復生命力     ,["合體","回血"]
符石變換 ‧ 木,normal,CD,5,     水符石轉化為木符石     ,["符石轉木","水轉其他"]
符石變換 ‧ 木,normal,CD,5,     水符石轉化為木符石     ,["符石轉木","水轉其他"]
符石變換 ‧ 木,normal,CD,5,     水符石轉化為木符石     ,["符石轉木","水轉其他"]
合體,normal,CD,-1,     碧青行者和枯木魔像相連時可以合體，同時完全回復生命力     ,["合體","回血"]
符石變換 ‧ 光,normal,CD,5,     暗符石轉化為光符石     ,["符石轉光","暗轉其他"]
符石變換 ‧ 光,normal,CD,5,     暗符石轉化為光符石     ,["符石轉光","暗轉其他"]
符石變換 ‧ 光,normal,CD,5,     暗符石轉化為光符石     ,["符石轉光","暗轉其他"]
合體,normal,CD,-1,     聖靈怒獅和華光魔像相連時可以合體，同時完全回復生命力     ,["合體","回血"]
符石變換 ‧ 暗,normal,CD,5,     光符石轉化為暗符石     ,["符石轉暗","光轉其他"]
符石變換 ‧ 暗,normal,CD,5,     光符石轉化為暗符石     ,["符石轉暗","光轉其他"]
符石變換 ‧ 暗,normal,CD,5,     光符石轉化為暗符石     ,["符石轉暗","光轉其他"]
合體,normal,CD,-1,     暗月夜龍和無夜魔像相連時可以合體，同時完全回復生命力     ,["合體","回血"]
水波猛擊,normal,CD,10,     對敵方全體造成 10 倍水屬性傷害     ,["直傷"]
水波猛擊,normal,CD,10,     對敵方全體造成 10 倍水屬性傷害     ,["直傷"]
水波轟擊,normal,CD,8,     對敵方全體造成 15 倍水屬性傷害     ,["直傷"]
合體,normal,CD,-1,     與機械獸相連時可以合體，並將生命力回復至 100%；超獸魔神必定為全體攻擊     ,["合體","回血"]
火焰猛擊,normal,CD,10,     對敵方全體造成 10 倍火屬性傷害     ,["直傷"]
火焰猛擊,normal,CD,10,     對敵方全體造成 10 倍火屬性傷害     ,["直傷"]
火焰轟擊,normal,CD,8,     對敵方全體造成 15 倍火屬性傷害     ,["直傷"]
合體,normal,CD,-1,     與機械獸相連時可以合體，並將生命力回復至 100%；超獸魔神必定為全體攻擊     ,["合體","回血"]
大地猛擊,normal,CD,10,     對敵方全體造成 10 倍木屬性傷害     ,["直傷"]
大地猛擊,normal,CD,10,     對敵方全體造成 10 倍木屬性傷害     ,["直傷"]
大地轟擊,normal,CD,8,     對敵方全體造成 15 倍木屬性傷害     ,["直傷"]
合體,normal,CD,-1,     與機械獸相連時可以合體，並將生命力回復至 100%；超獸魔神必定為全體攻擊     ,["合體","回血"]
閃光猛擊,normal,CD,10,     對敵方全體造成 10 倍光屬性傷害     ,["直傷"]
閃光猛擊,normal,CD,10,     對敵方全體造成 10 倍光屬性傷害     ,["直傷"]
閃光轟擊,normal,CD,8,     對敵方全體造成 15 倍光屬性傷害     ,["直傷"]
合體,normal,CD,-1,     與機械獸相連時可以合體，並將生命力回復至 100%；超獸魔神必定為全體攻擊     ,["合體","回血"]
暗影猛擊,normal,CD,10,     對敵方全體造成 10 倍暗屬性傷害     ,["直傷"]
暗影猛擊,normal,CD,10,     對敵方全體造成 10 倍暗屬性傷害     ,["直傷"]
暗影轟擊,normal,CD,8,     對敵方全體造成 15 倍暗屬性傷害     ,["直傷"]
合體,normal,CD,-1,     與機械獸相連時可以合體，並將生命力回復至 100%；超獸魔神必定為全體攻擊     ,["合體","回血"]
防禦姿勢 ‧ 水,normal,CD,5,     火符石轉化為心符石     ,["符石轉心","火轉其他"]
防禦姿勢 ‧ 水,normal,CD,5,     火符石轉化為心符石     ,["符石轉心","火轉其他"]
防禦姿勢 ‧ 水,normal,CD,5,     火符石轉化為心符石     ,["符石轉心","火轉其他"]
攻擊姿勢 ‧ 火,normal,CD,5,     心符石轉化為火符石     ,["符石轉火","心轉其他"]
攻擊姿勢 ‧ 火,normal,CD,5,     心符石轉化為火符石     ,["符石轉火","心轉其他"]
攻擊姿勢 ‧ 火,normal,CD,5,     心符石轉化為火符石     ,["符石轉火","心轉其他"]
石化,normal,CD,16,     石化敵方全體，使受影響目標無法行動並轉為木屬性，持續 3 回合     ,[["無法行動",3],["石化敵方",3],["敵方轉木",3],"敵身狀態"]
石化,normal,CD,16,     石化敵方全體，使受影響目標無法行動並轉為木屬性，持續 3 回合     ,[["無法行動",3],["石化敵方",3],["敵方轉木",3],"敵身狀態"]
石化,normal,CD,16,     石化敵方全體，使受影響目標無法行動並轉為木屬性，持續 3 回合     ,[["無法行動",3],["石化敵方",3],["敵方轉木",3],"敵身狀態"]
防禦姿勢 ‧ 光,normal,CD,5,     暗符石轉化為心符石     ,["符石轉心","暗轉其他"]
防禦姿勢 ‧ 光,normal,CD,5,     暗符石轉化為心符石     ,["符石轉心","暗轉其他"]
防禦姿勢 ‧ 光,normal,CD,5,     暗符石轉化為心符石     ,["符石轉心","暗轉其他"]
攻擊姿勢 ‧ 暗,normal,CD,5,     心符石轉化為暗符石     ,["符石轉暗","心轉其他"]
攻擊姿勢 ‧ 暗,normal,CD,5,     心符石轉化為暗符石     ,["符石轉暗","心轉其他"]
攻擊姿勢 ‧ 暗,normal,CD,5,     心符石轉化為暗符石     ,["符石轉暗","心轉其他"]
水屬印記,normal,CD,10,     水屬性傷害持續提升，直至沒有水屬性傷害     ,[["增傷",-1],"敵身狀態"]
水屬印記,normal,CD,10,     水屬性傷害持續提升，直至沒有水屬性傷害     ,[["增傷",-1],"敵身狀態"]
凝煉之印 ‧ 水,combine,CD,-1,     1 回合內，所有掉落的水符石必定相連；同時，如果敵人身上有水屬印記，水屬性傷害加乘提升至最大     ,["增傷"]
凝煉之印 ‧ 水,combine,CD,-1,     1 回合內，所有掉落的水符石必定相連；同時，如果敵人身上有水屬印記，水屬性傷害加乘提升至最大     ,["增傷"]
火屬印記,normal,CD,10,     火屬性傷害持續提升，直至沒有火屬性傷害     ,[["增傷",-1],"敵身狀態"]
火屬印記,normal,CD,10,     火屬性傷害持續提升，直至沒有火屬性傷害     ,[["增傷",-1],"敵身狀態"]
凝煉之印 ‧ 火,combine,CD,-1,     1 回合內，所有掉落的火符石必定相連；同時，如果敵人身上有火屬印記，火屬性傷害加乘提升至最大     ,["增傷"]
凝煉之印 ‧ 火,combine,CD,-1,     1 回合內，所有掉落的火符石必定相連；同時，如果敵人身上有火屬印記，火屬性傷害加乘提升至最大     ,["增傷"]
木屬印記,normal,CD,10,     木屬性傷害持續提升，直至沒有木屬性傷害     ,[["增傷",-1],"敵身狀態"]
木屬印記,normal,CD,10,     木屬性傷害持續提升，直至沒有木屬性傷害     ,[["增傷",-1],"敵身狀態"]
凝煉之印 ‧ 木,combine,CD,-1,     1 回合內，所有掉落的木符石必定相連；同時，如果敵人身上有木屬印記，木屬性傷害加乘提升至最大     ,["增傷"]
凝煉之印 ‧ 木,combine,CD,-1,     1 回合內，所有掉落的木符石必定相連；同時，如果敵人身上有木屬印記，木屬性傷害加乘提升至最大     ,["增傷"]
光屬印記,normal,CD,10,     光屬性傷害持續提升，直至沒有光屬性傷害     ,[["增傷",-1],"敵身狀態"]
光屬印記,normal,CD,10,     光屬性傷害持續提升，直至沒有光屬性傷害     ,[["增傷",-1],"敵身狀態"]
凝煉之印 ‧ 光,combine,CD,-1,     1 回合內，所有掉落的光符石必定相連；同時，如果敵人身上有光屬印記，光屬性傷害加乘提升至最大     ,["增傷"]
凝煉之印 ‧ 光,combine,CD,-1,     1 回合內，所有掉落的光符石必定相連；同時，如果敵人身上有光屬印記，光屬性傷害加乘提升至最大     ,["增傷"]
暗屬印記,normal,CD,10,     暗屬性傷害持續提升，直至沒有暗屬性傷害     ,[["增傷",-1],"敵身狀態"]
暗屬印記,normal,CD,10,     暗屬性傷害持續提升，直至沒有暗屬性傷害     ,[["增傷",-1],"敵身狀態"]
凝煉之印 ‧ 暗,combine,CD,-1,     1 回合內，所有掉落的暗符石必定相連；同時，如果敵人身上有暗屬印記，暗屬性傷害加乘提升至最大     ,["增傷"]
凝煉之印 ‧ 暗,combine,CD,-1,     1 回合內，所有掉落的暗符石必定相連；同時，如果敵人身上有暗屬印記，暗屬性傷害加乘提升至最大     ,["增傷"]
符石強化 ‧ 水,normal,CD,8,     水符石轉化為水強化符石     ,["符石強化","符石轉水強化"]
符石強化 ‧ 水,normal,CD,8,     水符石轉化為水強化符石     ,["符石強化","符石轉水強化"]
強化傳承 ‧ 水,combine,CD,-1,     水符石，火符石與心符石轉化為水強化符石     ,["符石轉水","符石轉水強化","符石強化","火轉其他","心轉其他"]
強化傳承 ‧ 水,combine,CD,-1,     水符石，火符石與心符石轉化為水強化符石     ,["符石轉水","符石轉水強化","符石強化","火轉其他","心轉其他"]
符石強化 ‧ 火,normal,CD,8,     火符石轉化為火強化符石     ,["符石強化","符石轉火強化"]
符石強化 ‧ 火,normal,CD,8,     火符石轉化為火強化符石     ,["符石強化","符石轉火強化"]
強化傳承 ‧ 火,combine,CD,-1,     火符石，木符石與心符石轉化為火強化符石     ,["符石轉火","符石轉火強化","符石強化","木轉其他","心轉其他"]
強化傳承 ‧ 火,combine,CD,-1,     火符石，木符石與心符石轉化為火強化符石     ,["符石轉火","符石轉火強化","符石強化","木轉其他","心轉其他"]
符石強化 ‧ 木,normal,CD,8,     木符石轉化為木強化符石     ,["符石強化","符石轉木強化"]
符石強化 ‧ 木,normal,CD,8,     木符石轉化為木強化符石     ,["符石強化","符石轉木強化"]
強化傳承 ‧ 木,combine,CD,-1,     木符石，水符石與心符石轉化為木強化符石     ,["符石轉木","符石轉木強化","符石強化","水轉其他","心轉其他"]
強化傳承 ‧ 木,combine,CD,-1,     木符石，水符石與心符石轉化為木強化符石     ,["符石轉木","符石轉木強化","符石強化","水轉其他","心轉其他"]
符石強化 ‧ 光,normal,CD,8,     光符石轉化為光強化符石     ,["符石強化","符石轉光強化"]
符石強化 ‧ 光,normal,CD,8,     光符石轉化為光強化符石     ,["符石強化","符石轉光強化"]
強化傳承 ‧ 光,combine,CD,-1,     光符石，暗符石與心符石轉化為光強化符石     ,["符石轉光","符石轉光強化","符石強化","暗轉其他","心轉其他"]
強化傳承 ‧ 光,combine,CD,-1,     光符石，暗符石與心符石轉化為光強化符石     ,["符石轉光","符石轉光強化","符石強化","暗轉其他","心轉其他"]
符石強化 ‧ 暗,normal,CD,8,     暗符石轉化為暗強化符石     ,["符石強化","符石轉暗強化"]
符石強化 ‧ 暗,normal,CD,8,     暗符石轉化為暗強化符石     ,["符石強化","符石轉暗強化"]
強化傳承 ‧ 暗,combine,CD,-1,     暗符石，光符石與心符石轉化為暗強化符石     ,["符石轉暗","符石轉暗強化","符石強化","光轉其他","心轉其他"]
強化傳承 ‧ 暗,combine,CD,-1,     暗符石，光符石與心符石轉化為暗強化符石     ,["符石轉暗","符石轉暗強化","符石強化","光轉其他","心轉其他"]
符石解放 ‧ 水,normal,CD,5,     直接引爆木符石造成敵全體水屬性傷害     ,["引爆","木符石引爆","直傷"]
符石極限解放 ‧ 水,normal,CD,10,     直接引爆水屬性以外的符石造成敵方全體水屬性傷害     ,["引爆","水外符石引爆","直傷"]
符石解放 ‧ 火,normal,CD,5,     直接引爆水符石造成敵全體火屬性傷害     ,["引爆","水符石引爆","直傷"]
符石極限解放 ‧ 火,normal,CD,10,     直接引爆火屬性以外的符石造成敵方全體火屬性傷害     ,["引爆","火外符石引爆","直傷"]
符石解放 ‧ 木,normal,CD,5,     直接引爆火符石造成敵全體木屬性傷害     ,["引爆","火符石引爆","直傷"]
符石極限解放 ‧ 木,normal,CD,10,     直接引爆木屬性以外的符石造成敵方全體木屬性傷害     ,["引爆","木外符石引爆","直傷"]
